name,district_id,category_id,is_active,platforms
Antep Sofrası - Maltepe,34-maltepe,3,true,"[{""platform_id"": 1, ""customers"": 189}, {""platform_id"": 2, ""customers"": 203}, {""platform_id"": 3, ""customers"": 102}]"
Sultan Döner - Maltepe,34-maltepe,4,true,"[{""platform_id"": 1, ""customers"": 108}, {""platform_id"": 2, ""customers"": 79}, {""platform_id"": 3, ""customers"": 276}]"
Roll'n Bowl - Maltepe,34-maltepe,5,true,"[{""platform_id"": 1, ""customers"": 118}, {""platform_id"": 2, ""customers"": 199}, {""platform_id"": 3, ""customers"": 109}]"
Brioche Burger - Kartal,34-kartal,1,true,"[{""platform_id"": 1, ""customers"": 174}, {""platform_id"": 2, ""customers"": 209}, {""platform_id"": 3, ""customers"": 241}]"
Bella Italia - Kartal,34-kartal,2,true,"[{""platform_id"": 1, ""customers"": 117}, {""platform_id"": 2, ""customers"": 170}, {""platform_id"": 3, ""customers"": 132}]"
Kebapçı Hasan - Kartal,34-kartal,3,true,"[{""platform_id"": 1, ""customers"": 90}, {""platform_id"": 2, ""customers"": 138}, {""platform_id"": 3, ""customers"": 193}]"
Döner Sarayı - Kartal,34-kartal,4,true,"[{""platform_id"": 1, ""customers"": 90}, {""platform_id"": 2, ""customers"": 151}, {""platform_id"": 3, ""customers"": 153}]"
Sushi Tokyo - Kartal,34-kartal,5,true,"[{""platform_id"": 1, ""customers"": 254}, {""platform_id"": 2, ""customers"": 123}, {""platform_id"": 3, ""customers"": 270}]"
Crispy Burger - Pendik,34-pendik,1,true,"[{""platform_id"": 1, ""customers"": 106}, {""platform_id"": 2, ""customers"": 150}, {""platform_id"": 3, ""customers"": 299}]"
Hot Slice - Pendik,34-pendik,2,true,"[{""platform_id"": 1, ""customers"": 223}, {""platform_id"": 2, ""customers"": 164}, {""platform_id"": 3, ""customers"": 258}]"
Adana Sofrası - Pendik,34-pendik,3,true,"[{""platform_id"": 1, ""customers"": 119}, {""platform_id"": 2, ""customers"": 120}, {""platform_id"": 3, ""customers"": 141}]"
Pidem Döner - Pendik,34-pendik,4,true,"[{""platform_id"": 1, ""customers"": 125}, {""platform_id"": 2, ""customers"": 165}, {""platform_id"": 3, ""customers"": 106}]"
Maki Roll - Pendik,34-pendik,5,true,"[{""platform_id"": 1, ""customers"": 125}, {""platform_id"": 2, ""customers"": 145}, {""platform_id"": 3, ""customers"": 300}]"
Burger Stop - Tuzla,34-tuzla,1,true,"[{""platform_id"": 1, ""customers"": 185}, {""platform_id"": 2, ""customers"": 123}, {""platform_id"": 3, ""customers"": 168}]"
La Forno - Tuzla,34-tuzla,2,true,"[{""platform_id"": 1, ""customers"": 120}, {""platform_id"": 2, ""customers"": 87}, {""platform_id"": 3, ""customers"": 197}]"
Urfa Mutfağı - Tuzla,34-tuzla,3,true,"[{""platform_id"": 1, ""customers"": 89}, {""platform_id"": 2, ""customers"": 180}, {""platform_id"": 3, ""customers"": 156}]"
Anadolu Döner - Tuzla,34-tuzla,4,true,"[{""platform_id"": 1, ""customers"": 131}, {""platform_id"": 2, ""customers"": 177}, {""platform_id"": 3, ""customers"": 189}]"
Sakura House - Tuzla,34-tuzla,5,true,"[{""platform_id"": 1, ""customers"": 158}, {""platform_id"": 2, ""customers"": 118}, {""platform_id"": 3, ""customers"": 157}]"
Beef House - Sultanbeyli,34-sultanbeyli,1,true,"[{""platform_id"": 1, ""customers"": 86}, {""platform_id"": 2, ""customers"": 109}, {""platform_id"": 3, ""customers"": 202}]"
Stone Pizza - Sultanbeyli,34-sultanbeyli,2,true,"[{""platform_id"": 1, ""customers"": 164}, {""platform_id"": 2, ""customers"": 131}, {""platform_id"": 3, ""customers"": 117}]"
Ocakbaşı Hüsnü - Sultanbeyli,34-sultanbeyli,3,true,"[{""platform_id"": 1, ""customers"": 151}, {""platform_id"": 2, ""customers"": 149}, {""platform_id"": 3, ""customers"": 264}]"
İskender Pala - Sultanbeyli,34-sultanbeyli,4,true,"[{""platform_id"": 1, ""customers"": 210}, {""platform_id"": 2, ""customers"": 162}, {""platform_id"": 3, ""customers"": 273}]"
Wasabi - Sultanbeyli,34-sultanbeyli,5,true,"[{""platform_id"": 1, ""customers"": 217}, {""platform_id"": 2, ""customers"": 144}, {""platform_id"": 3, ""customers"": 107}]"
Smash Lab - Sancaktepe,34-sancaktepe,1,true,"[{""platform_id"": 1, ""customers"": 109}, {""platform_id"": 2, ""customers"": 126}, {""platform_id"": 3, ""customers"": 145}]"
Margherita Lab - Sancaktepe,34-sancaktepe,2,true,"[{""platform_id"": 1, ""customers"": 228}, {""platform_id"": 2, ""customers"": 127}, {""platform_id"": 3, ""customers"": 109}]"
Kebap Evi - Sancaktepe,34-sancaktepe,3,true,"[{""platform_id"": 1, ""customers"": 107}, {""platform_id"": 2, ""customers"": 212}, {""platform_id"": 3, ""customers"": 211}]"
Tombik Döner - Sancaktepe,34-sancaktepe,4,true,"[{""platform_id"": 1, ""customers"": 168}, {""platform_id"": 2, ""customers"": 140}, {""platform_id"": 3, ""customers"": 211}]"
Ginza Sushi - Sancaktepe,34-sancaktepe,5,true,"[{""platform_id"": 1, ""customers"": 235}, {""platform_id"": 2, ""customers"": 190}, {""platform_id"": 3, ""customers"": 129}]"
Grill Master - Çekmeköy,34-çekmeköy,1,true,"[{""platform_id"": 1, ""customers"": 178}, {""platform_id"": 2, ""customers"": 207}, {""platform_id"": 3, ""customers"": 148}]"
Pizza Napoli - Çekmeköy,34-çekmeköy,2,true,"[{""platform_id"": 1, ""customers"": 145}, {""platform_id"": 2, ""customers"": 71}, {""platform_id"": 3, ""customers"": 281}]"
Antep Sofrası - Çekmeköy,34-çekmeköy,3,true,"[{""platform_id"": 1, ""customers"": 191}, {""platform_id"": 2, ""customers"": 60}, {""platform_id"": 3, ""customers"": 233}]"
Sultan Döner - Çekmeköy,34-çekmeköy,4,true,"[{""platform_id"": 1, ""customers"": 217}, {""platform_id"": 2, ""customers"": 110}, {""platform_id"": 3, ""customers"": 193}]"
Roll'n Bowl - Çekmeköy,34-çekmeköy,5,true,"[{""platform_id"": 1, ""customers"": 190}, {""platform_id"": 2, ""customers"": 77}, {""platform_id"": 3, ""customers"": 270}]"
Black Bun - Beykoz,34-beykoz,1,true,"[{""platform_id"": 1, ""customers"": 164}, {""platform_id"": 2, ""customers"": 219}, {""platform_id"": 3, ""customers"": 180}]"
Pizzeria Roma - Beykoz,34-beykoz,2,true,"[{""platform_id"": 1, ""customers"": 249}, {""platform_id"": 2, ""customers"": 91}, {""platform_id"": 3, ""customers"": 284}]"
Kebapçı Hasan - Beykoz,34-beykoz,3,true,"[{""platform_id"": 1, ""customers"": 156}, {""platform_id"": 2, ""customers"": 189}, {""platform_id"": 3, ""customers"": 179}]"
Döner Sarayı - Beykoz,34-beykoz,4,true,"[{""platform_id"": 1, ""customers"": 250}, {""platform_id"": 2, ""customers"": 164}, {""platform_id"": 3, ""customers"": 183}]"
Sushi Tokyo - Beykoz,34-beykoz,5,true,"[{""platform_id"": 1, ""customers"": 183}, {""platform_id"": 2, ""customers"": 135}, {""platform_id"": 3, ""customers"": 241}]"
Çiftlik Burger - Şile,34-şile,1,true,"[{""platform_id"": 1, ""customers"": 112}, {""platform_id"": 2, ""customers"": 109}, {""platform_id"": 3, ""customers"": 207}]"
Bella Italia - Şile,34-şile,2,true,"[{""platform_id"": 1, ""customers"": 250}, {""platform_id"": 2, ""customers"": 157}, {""platform_id"": 3, ""customers"": 273}]"
Adana Sofrası - Şile,34-şile,3,true,"[{""platform_id"": 1, ""customers"": 124}, {""platform_id"": 2, ""customers"": 217}, {""platform_id"": 3, ""customers"": 245}]"
Pidem Döner - Şile,34-şile,4,true,"[{""platform_id"": 1, ""customers"": 157}, {""platform_id"": 2, ""customers"": 163}, {""platform_id"": 3, ""customers"": 240}]"
Maki Roll - Şile,34-şile,5,true,"[{""platform_id"": 1, ""customers"": 80}, {""platform_id"": 2, ""customers"": 137}, {""platform_id"": 3, ""customers"": 173}]"
Brioche Burger - Adalar,34-adalar,1,true,"[{""platform_id"": 1, ""customers"": 133}, {""platform_id"": 2, ""customers"": 170}, {""platform_id"": 3, ""customers"": 301}]"
Hot Slice - Adalar,34-adalar,2,true,"[{""platform_id"": 1, ""customers"": 228}, {""platform_id"": 2, ""customers"": 215}, {""platform_id"": 3, ""customers"": 267}]"
Urfa Mutfağı - Adalar,34-adalar,3,true,"[{""platform_id"": 1, ""customers"": 162}, {""platform_id"": 2, ""customers"": 179}, {""platform_id"": 3, ""customers"": 213}]"
Anadolu Döner - Adalar,34-adalar,4,true,"[{""platform_id"": 1, ""customers"": 193}, {""platform_id"": 2, ""customers"": 114}, {""platform_id"": 3, ""customers"": 230}]"
Sakura House - Adalar,34-adalar,5,true,"[{""platform_id"": 1, ""customers"": 201}, {""platform_id"": 2, ""customers"": 103}, {""platform_id"": 3, ""customers"": 268}]"
